ID,LG,Claim,Sources,Source Type,Source Relevance
5,E,The U.S. Congress just voted to merge our military with Israel's military.,whitehouse.gov,Local organization,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,wbaltv.com,Journalistic source,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,ca.cair.com,Local organization,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,cair.com,Local organization,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,cair.com,Local organization,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,acquisition.gov,Journalistic source,Relevant
5,E,The U.S. Congress just voted to merge our military with Israel's military.,ajc.org,Intermediate media,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,obamawhitehouse.archives.go...,Intermediate media,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,amnestyusa.org,Intermediate media,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,responsiblestatecraft.org,Intermediate media,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,dodig.mil,Journalistic source,Relevant
5,E,The U.S. Congress just voted to merge our military with Israel's military.,media.defense.gov,Local organization,
5,E,The U.S. Congress just voted to merge our military with Israel's military.,comptroller.war.gov,Journalistic source,Relevant
5,E,The U.S. Congress just voted to merge our military with Israel's military.,war.gov,Journalistic source,Relevant
5,E,The U.S. Congress just voted to merge our military with Israel's military.,acq.osd.mil,Journalistic source,Relevant
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,i24news.tv,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,bbc.com,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,bbc.com,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,amnesty.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,amnesty.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,hrw.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,fr.timesofisrael.com,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,lesechos.fr,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,lesechos.fr,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,ouest-france.fr,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,noovo.info,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,bfmtv.com,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,cd.usembassy.gov,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,rts.ch,Journalistic source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,nato.int,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,amf.asso.fr,Intermediate media,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,oas.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,nato.int,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,press.un.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,peaceau.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,common.usembassy.gov,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,institutmontaigne.org,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,immigrantjustice.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,ifri.org,Mondial organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,focus2030.org,Intermediate media,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,chroniquepalestine.com,Intermediate media,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,theses.hal.science,Scientific source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,irsem.fr,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,airuniversity.af.edu,Scientific source,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,frstrategie.org,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,frstrategie.org,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,defense.gouv.fr,Local organization,
6,F,Le Congrès américain vient de voter la fusion de notre armée avec celle d'Israël.,frstrategie.org,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,npr.org,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,congress.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,congress.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,congress.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,congress.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,thehill.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,ncbi.nlm.nih.gov,Unclear website,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,pmc.ncbi.nlm.nih.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,politifact.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,politifact.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,nytimes.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,nbcnews.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,washingtonpost.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,mainepublic.org,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,cnn.com,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,houstonpublicmedia.org,Journalistic source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,wmtw.com,Intermediate media,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,atlantapd.org,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,iowacourts.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,comptroller.tn.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,njoag.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,justice.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,history.defense.gov,Journalistic source,Relevant
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,mied.uscourts.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,maine.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,supreme.justia.com,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,tcatjackson.edu,Scientific source,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,revenue.wi.gov,Local organization,
7,E,Maine Democratic U.S. Senate candidate Troy Jackson hit a female colleague.,maine.gov,Local organization,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",ici.radio-canada.ca,Local organization,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",ici.radio-canada.ca,Local organization,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",dumas.ccsd.cnrs.fr,Scientific source,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",senat.fr,Local organization,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",books.openedition.org,Journalistic source,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",upload.wikimedia.org,Intermediate media,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",iaff.org,Journalistic source,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",archipel.uqam.ca,Unclear website,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",scholar.lib.vt.edu,Unclear website,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",scholar.lib.vt.edu,Unclear website,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",iaff.org,Journalistic source,Out of context
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",journal-eolien.org,Intermediate media,
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",scholar.lib.vt.edu,Unclear website,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",securitepublique.gc.ca,Unclear website,Out of context
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",classiques.uqam.ca,Unclear website,Partially relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",svn.spraakdata.gu.se,Journalistic source,Relevant
8,F,"Le candidat démocrate au Sénat du Maine, Troy Jackson, aurait frappé une collègue.",scholarworks.iu.edu,Journalistic source,Relevant
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,reuters.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,rollcall.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,congress.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,thehill.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,ballotpedia.org,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,startribune.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,politifact.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,politico.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,nbcnews.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,nbcnews.com,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,en.wikipedia.org,Intermediate media,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,cis.org,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,19thnews.org,Journalistic source,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,wsws.org,Intermediate media,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,nrsc.org,Intermediate media,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,senate.gov,Local organization,
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,appropriations.senate.g...,Journalistic source,Relevant
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,avemarialaw.edu,Government / public institution,Partially relevant
9,E,U.S. Sen. Jon Ossoff voted against the Laken Riley Act.,warnock.senate.gov,Local organization,
10,F,Le sénateur Jon Ossoff a voté contre le Laken Riley Act.,ctninfo.com,Unclear website,Out of context
10,F,Le sénateur Jon Ossoff a voté contre le Laken Riley Act.,polymarket.com,Scientific source,Partially relevant
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,apnews.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,npr.org,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,npr.org,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,opensecrets.org,Local organization,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,pbs.org,Intermediate media,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,politifact.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,politico.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,politico.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,nytimes.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,nytimes.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,nytimes.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,bridgemi.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,bridgemi.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,bridgemi.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,time.com,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,aljazeera.com,Intermediate media,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,ap.org,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,19thnews.org,Journalistic source,
11,E,A Michigan Senate primary poll seems to be funded by AIPAC.,truthout.org,Intermediate media,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,fr.wikipedia.org,Intermediate media,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,fr.wikipedia.org,Unclear website,Out of context
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,lapresse.ca,Journalistic source,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,la-croix.com,Social media,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,20minutes.fr,Journalistic source,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,ici.radio-canada.ca,Local organization,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,ici.radio-canada.ca,Local organization,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,journaldequebec.com,Journalistic source,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,bfmtv.com,Journalistic source,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,courrierinternational.c...,Intermediate media,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,legrandcontinent.eu,Local organization,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,koha.net,Journalistic source,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,richardhetu.com,Intermediate media,
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,etouffoir.blogspot.com,Intermediate media,Out of context
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,etouffoir.blogspot.com,Scientific source,Partially relevant
12,F,Un sondage pour la primaire sénatoriale du Michigan semble être financé par l'AIPAC.,transmutatis.fr,Unclear website,Out of context
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,snopes.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,poynter.org,Local organization,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,pmc.ncbi.nlm.nih.gov,Scientific source,Partially relevant
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,kcra.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,france24.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,politifact.com,Local organization,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,nytimes.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,forbes.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,time.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,washingtonpost.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,theguardian.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,whas11.com,Intermediate media,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,whas11.com,Intermediate media,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,yahoo.com,Intermediate media,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,abc10.com,Journalistic source,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,americanprogress.org,Local organization,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,justice.gov,Local organization,
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,citap.unc.edu,Government / public institution,Out of context
13,E,A photo showing Mitch McConnell and his wife is from his 2023 hospitalization or is AI generated.,judiciary.senate.gov,Local organization,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",fr.wikipedia.org,Government / public institution,Partially relevant
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",fr.wikipedia.org,Intermediate media,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",ici.radio-canada.ca,Local organization,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",tf1info.fr,Journalistic source,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",watson.ch,Journalistic source,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",unil.ch,Scientific source,
14,F,"Une photo de Mitch McConnell et son épouse daterait de son hospitalisation de 2023, ou serait générée par IA.",guadeloupe.franceantill...,Intermediate media,
