ID,LG,claim,Sources,Source Type,Source Relevance
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,montreal.citynews.ca,Journalistic source,Relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,inspq.qc.ca,Unclear website,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,link.springer.com,Scientific source,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,reason.org,Unclear website,Out of context
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,quebec.ca,Government / public institution,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,gazette.gc.ca,Government / public institution,Out of context
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,publichealthlawcenter.o...,Unclear website,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,gazette.gc.ca,Government / public institution,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,heartandstroke.ca,Unclear website,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,quebec.ca,Government / public institution,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,vaping360.com,Unclear website,Out of context
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,torys.com,Unclear website,Partially relevant
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,link.springer.com,Scientific source,Out of context
3,E,The Quebec government banned the sale of fruit-flavoured e-cigarettes,tobaccoinduceddiseases....,Unclear website,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,lapresse.ca,Journalistic source,Relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,journaldemontreal.com,Journalistic source,Partially relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,ici.radio-canada.ca,Government / public institution,Partially relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,ici.radio-canada.ca,Government / public institution,Partially relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,ici.radio-canada.ca,Government / public institution,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,vaping360.com,Unclear website,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,ised-isde.canada.ca,Government / public institution,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,cpha.ca,Unclear website,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,cbsa-asfc.gc.ca,Government / public institution,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,generationsanstabac.org...,Unclear website,Relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,gazette.gc.ca,Government / public institution,Partially relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,observatoireprevention.org,Unclear website,Partially relevant
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,senat.fr,Unclear website,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,oecd.org,International organization,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,assemblee-nationale.fr,Government / public institution,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,statcan.gc.ca,Government / public institution,Out of context
4,F,Le gouvernement du Québec a interdit la vente de cigarettes électroniques aromatisées aux fruits,abstracts.sfsp.fr,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,iea.org,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,congress.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,congress.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,sciencedirect.com,Scientific source,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,migrationpolicy.org,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,epi.org,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,epi.org,Unclear website,Partially relevant
5,E,Quebec has the highest unionization rate among Canadian provinces,whitehouse.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,imf.org,International organization,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,oeb.ca,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,nlrb.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,www150.statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,cdtfa.ca.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,oeb.ca,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,www150.statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,policy.trade.ec.europa.eu,International organization,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,internal-displacement.o...,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,www150.statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,pris.iaea.org,Unclear website,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,crtc.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,oecd.org,International organization,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,hai.stanford.edu,Scientific source,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,bls.gov,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,www150.statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,statcan.gc.ca,Government / public institution,Out of context
5,E,Quebec has the highest unionization rate among Canadian provinces,publications.aaah,Unclear website,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,iris-recherche.qc.ca,Unclear website,Relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,iedm.org,Unclear website,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,unesdoc.unesco.org,International organization,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,tuac.ca,Unclear website,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,statcan.gc.ca,Government / public institution,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,statistique.quebec.ca,Government / public institution,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,statcan.gc.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,ilo.org,International organization,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,www150.statcan.gc.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,canada.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,www150.statcan.gc.ca,Government / public institution,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,cpp.hec.ca,Unclear website,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,canada.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,www23.statcan.gc.ca,Government / public institution,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,spgq.qc.ca,Unclear website,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,statistique.quebec.ca,Government / public institution,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,www150.statcan.gc.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,www150.statcan.gc.ca,Government / public institution,Out of context
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,congresdutravail.ca,Unclear website,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,tuac.ca,Unclear website,Partially relevant
6,F,Le Québec a le taux de syndicalisation le plus élevé parmi les provinces canadiennes,statistique.quebec.ca,Government / public institution,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,globalnews.ca,Journalistic source,Relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,nytimes.com,Journalistic source,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,cbc.ca,Journalistic source,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,montrealgazette.com,Journalistic source,Relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,theguardian.com,Journalistic source,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,hpbacanada.org,Unclear website,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,metrovancouver.org,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,montreal.ca,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,welovefire.com,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,westmount.org,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,cleanairhamilton.ca,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,montreal-ouest.ca,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,brownstoner.com,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,hearthcabinet.com,Unclear website,Relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,chicagofirefc.com,Unclear website,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,atlutd.com,Unclear website,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,noreafoyersgm.com,Unclear website,Relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,altusgroup.com,Scientific source,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,dekalbcountyga.gov,Government / public institution,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,chicagofirefc.com,Unclear website,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,observatoireprevention.org,Unclear website,Partially relevant
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,columbuscrew.com,Unclear website,Out of context
7,E,The City of Montreal banned wood-burning fireplaces in all new housing,atlutd.com,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,journaldequebec.com,Journalistic source,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,montreal.ca,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,montreal.ca,Unclear website,Partially relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,chambly.ca,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,montreal.ca,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,boutiquedufoyer.com,Unclear website,Partially relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,environnement.gouv.qc.c...,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,ville.quebec.qc.ca,Unclear website,Partially relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,laval.ca,Unclear website,Partially relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,cmm.qc.ca,Unclear website,Partially relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,saintejulie.ca,Unclear website,Relevant
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,ville.mont-royal.qc.ca,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,ville.vaudreuil-dorion....,Unclear website,Out of context
8,F,La Ville de Montréal a interdit les foyers au bois dans tous les nouveaux logements,ville.dorval.qc.ca,Unclear website,Out of context
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,nationalgeographic.com,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,nationalgeographic.com,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,bbc.com,Journalistic source,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,cbc.ca,Journalistic source,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,subtlereads.wordpress.com,Journalistic source,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,quebec-cite.com,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,texaslifestylemag.com,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,quebec-cite.com,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,ebsco.com,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,wheelchairtravel.org,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,whc.unesco.org,International organization,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,bellairtoursandadventures.c...,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,adventurouskate.com,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,quebec-cite.com,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,chasingworldheritage.com,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,hiddencityphila.org,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,browsingtheatlas.com,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,events.adventuretravel.biz,Unclear website,Relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,ameriquefrancaise.org,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,gstc.org,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,whc.unesco.org,International organization,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,parks.canada.ca,Government / public institution,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,ville.quebec.qc.ca,Unclear website,Partially relevant
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,whc.unesco.org,International organization,Out of context
9,E,A building in Old Quebec was designated a UNESCO World Heritage site because of its 17th-century architecture,whc.unesco.o,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,ameriquefrancaise.org,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,quebectourisme.com,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,whc.unesco.org,International organization,Out of context
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,monvieuxquebec.com,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,voilaquebec.com,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,whc.unesco.org,International organization,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,ville.quebec.qc.ca,Unclear website,Relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,books.openedition.org,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,patrimoine-culturel.gou...,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,corpus.ulaval.ca,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,erudit.org,Scientific source,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,lactualite.com,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,viator.com,Unclear website,Relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,thecanadianencyclopedia.ca,Unclear website,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,historicplaces.ca,Unclear website,Out of context
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,histoirecanada.ca,Government / public institution,Partially relevant
10,F,Un immeuble du Vieux-Québec a été classé site du patrimoine mondial de l'UNESCO en raison de son architecture du 17e siècle,sodec.gouv.qc.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,pmc.ncbi.nlm.nih.gov,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,migrationpolicy.org,Unclear website,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,migrationpolicy.org,Unclear website,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,www150.statcan.gc.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,academic.oup.com,Scientific source,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,www12.statcan.gc.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,www150.statcan.gc.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,publications.gc.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,search.open.canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,search.open.canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canadavisa.com,Unclear website,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,immigration.ca,Unclear website,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,linkedin.com,Social media,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,www12.statcan.gc.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Out of context
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,clo-ocol.gc.ca,Government / public institution,Partially relevant
11,E,Quebec receives more than half of all new French-speaking arrivals to Canada,canada.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,statcan.gc.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,immigrantquebec.com,Unclear website,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,erudit.org,Scientific source,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,persee.fr,Scientific source,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,canada.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,www150.statcan.gc.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,canada.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,www150.statcan.gc.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,canada.ca,Government / public institution,Relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,canada.ca,Government / public institution,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,quebec.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,publications.gc.ca,Government / public institution,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,clo-ocol.gc.ca,Government / public institution,Partially relevant
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,www150.statcan.gc.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,statcan.gc.ca,Government / public institution,Out of context
12,F,Le Québec reçoit plus de la moitié de tous les nouveaux arrivants francophones au Canada,oqlf.gouv.qc.ca,Government / public institution,Out of context
